,Headline,Date,Stock,Neutral,Positive,Negative
3311,todays pickup ford invests 500m in electricvehicle maker rivian,2019-04-25,CSX,0.9999822378158569,2.9194453077252547e-07,1.7511469195596874e-05
3312,norfolk southern reports record first quarter earnings,2019-04-24,CSX,2.200122217743683e-08,1.0,1.1466278593275092e-08
3313,64 biggest movers from yesterday,2019-04-18,CSX,0.9076616168022156,0.015996087342500687,0.07634227722883224
3314,42 stocks moving in wednesdays midday session,2019-04-17,CSX,0.9999954700469971,2.0554185198307096e-07,4.296283350413432e-06
3315,kansas city southerns firstquarter net profit jumps 16 percent,2019-04-17,CSX,1.374317122326829e-07,0.9999997615814209,1.5669230890580366e-07
3316,bmo capital maintains market perform on csx raises price target to 78,2019-04-17,CSX,0.3919375240802765,0.60780268907547,0.00025976833421736956
3317,is csx on the right track bull bear takes on the q1 print,2019-04-17,CSX,0.007808370981365442,0.9916154742240906,0.0005761164939031005
3318,credit suisse maintains outperform on csx raises price target to 93,2019-04-17,CSX,5.501394184648234e-08,1.0,1.4549237370431456e-09
3319,10 biggest price target changes for wednesday,2019-04-17,CSX,0.9999747276306152,2.9837328838766553e-06,2.228510129498318e-05
3320,morgan stanley maintains underweight on csx raises price target to 57,2019-04-17,CSX,0.003313601016998291,0.0070370957255363464,0.9896492958068848
3321,csx shares are trading higher after the company reported betterthanexpected q1 eps and achieved an improved operating ratio,2019-04-17,CSX,9.714460347254317e-10,1.0,1.5345908987995927e-09
3322,raymond james maintains outperform on csx raises price target to 84,2019-04-17,CSX,1.5724290847174416e-07,0.9999998807907104,3.09988168467612e-09
3323,28 stocks moving in wednesdays premarket session,2019-04-17,CSX,0.999997615814209,1.991175651028243e-07,2.145847929568845e-06
3324,8 stocks to watch for april 17 2019,2019-04-17,CSX,0.9999871253967285,3.2365466040573665e-07,1.2518692528828979e-05
3325,6 stocks moving in tuesdays afterhours session,2019-04-16,CSX,0.9999984502792358,2.896322541801055e-07,1.3457872682920424e-06
3326,csxs firstquarter operating ratio falls under 60 percent on higher profits,2019-04-16,CSX,0.000429099629400298,0.7220886945724487,0.277482271194458
3327,csx shares trading higher following betterthanexpected q1 earnings,2019-04-16,CSX,1.3870201875931798e-08,1.0,1.1083327589034297e-09
3328,csx q1 eps 102 beats 092 estimate sales 301b inline,2019-04-16,CSX,2.2720840320289426e-08,1.0,8.594843059483992e-09
3329,csx option alert thu 76 calls sweep 33 near the ask 598  1201 vs 528 oi earnings 416 after close ref758799,2019-04-16,CSX,0.9999837875366211,1.6454505384899676e-06,1.4530339285556693e-05
3330,banks on parade bank of america becomes latest big financial company to report,2019-04-16,CSX,0.9997139573097229,7.320059921767097e-06,0.00027871766360476613
3331,earnings scheduled for april 16 2019,2019-04-16,CSX,0.9999972581863403,1.4247029866965022e-07,2.67171685663925e-06
3332,earnings parade rolls along as citigroup goldman sachs report and spx now tops 2900,2019-04-15,CSX,0.9994334578514099,4.241588248987682e-05,0.0005241475300863385
3333,should the rail industry look beyond operating ratio,2019-04-11,CSX,0.9552529454231262,0.0005293563008308411,0.04421772062778473
3334,shortline railroads essential to the success of precision railroading,2019-04-10,CSX,0.9745728969573975,0.013344080187380314,0.012082950212061405
3335,precision railroading  is it real or hype,2019-04-09,CSX,0.9988799691200256,4.98168810736388e-06,0.0011150197824463248
3336,norfolk southern official seeks to calm shippers anxiety,2019-04-08,CSX,0.9951523542404175,0.0005879977252334356,0.004259626381099224
3337,dont pave over this infrastructure etf,2019-04-05,CSX,0.9991318583488464,0.00010371486860094592,0.0007644250872544944
3338,10 biggest price target changes for friday,2019-04-05,CSX,0.9999744892120361,1.5557080814687652e-06,2.397605021542404e-05
3339,benzingas top upgrades downgrades for april 5 2019,2019-04-05,CSX,0.9997621178627014,3.528140950948e-06,0.0002343686210224405
3340,ubs downgrades csx to neutral raises price target to 80,2019-04-05,CSX,5.2091447287239134e-05,0.0005190321244299412,0.9994288086891174
3341,citigroup maintains buy on csx raises price target to 86,2019-04-04,CSX,8.950275542929376e-08,0.9999998807907104,1.6115636825020374e-08
3342,benzingas top upgrades downgrades for april 3 2019,2019-04-03,CSX,0.9998050332069397,3.3561575492058182e-06,0.00019160230294801295
3343,susquehanna downgrades csx to neutral,2019-04-03,CSX,1.8000302588916384e-05,0.0008635243866592646,0.9991185069084167
3344,will rail freight service benefit from better technology,2019-03-29,CSX,4.164089517644243e-09,1.0,7.1296297754486204e-09
3345,automaker kia likely beneficiary of georgia inland port complex in states westcentral region,2019-03-15,CSX,0.9944327473640442,0.005556593649089336,1.0717310942709446e-05
3346,benzingas top upgrades downgrades for march 6 2019,2019-03-06,CSX,0.9996705055236816,3.977781489084009e-06,0.00032558912062086165
3347,stifel nicolaus downgrades csx to hold announces 74,2019-03-06,CSX,0.00045226633665151894,0.00018995463324245065,0.9993577599525452
3348,rbc capital downgrades csx to sector perform announces 78,2019-02-19,CSX,3.45330081472639e-05,0.0001438529579900205,0.9998216032981873
3349,port report us southeast ports reap higher volumes less delays as earlier projects bear fruit,2019-02-18,CSX,8.913868077797815e-05,0.9999029636383057,7.868197826610412e-06
3350,csx corp files for potential mixed shelf offering size not disclosed,2019-02-12,CSX,0.9999927282333374,8.208152735278418e-07,6.49283401799039e-06
3351,norfolk southern lays tracks for cost cuts service improvements with 2021 strategic plan,2019-02-12,CSX,0.12391020357608795,0.8760814070701599,8.469042768410873e-06
3352,csx raises qtr dividend from 022 to 024share,2019-02-06,CSX,0.0001730746153043583,0.9998267292976379,2.1345005052353372e-07
3353,flashback friday the icc  the railroads,2019-02-01,CSX,0.9578590989112854,9.541082545183599e-05,0.04204549640417099
3354,norfolk southerns earnings looked strong on the surface but they had plenty of critics,2019-01-25,CSX,2.1844668296466807e-08,1.0,4.894562977142414e-08
3355,credit suisse stays bullish on norfolk southern after q4 print,2019-01-25,CSX,1.5728982134532998e-06,0.9999982118606567,1.9726219591120753e-07
3356,port report charleston looks to relieve truck traffic with barge service,2019-01-24,CSX,0.9504251480102539,2.775909706542734e-05,0.04954713582992554
3357,canadian pacific wows em with a sub57 operating ratio,2019-01-24,CSX,0.9907193779945374,8.521938070771284e-06,0.00927212554961443
3358,three companies and what they said about precision railroading in their earnings calls,2019-01-22,CSX,0.999839186668396,4.2932836663567286e-07,0.00016029426478780806
3359,kc southern joins the move to precision railroading and now its almost unanimous,2019-01-18,CSX,0.9999849796295166,1.1132526196888648e-05,3.973651473643258e-06
3360,shares of several railroad companies are trading higher after kansas city southern beat q4 sales estimates,2019-01-18,CSX,3.2601278121546784e-07,0.9999996423721313,1.936480753528258e-09
3361,csx bull bear react to rail lines q4 print,2019-01-17,CSX,0.9990450739860535,4.160653043072671e-05,0.0009133712737821043
3362,first look csx reports a softer or than in the third quarter but its still better than last year,2019-01-17,CSX,5.36670192730071e-08,0.9999998807907104,1.1795979304451976e-07
3363,22 stocks moving in thursdays premarket session,2019-01-17,CSX,0.9999967813491821,1.9235800152728189e-07,3.009283773280913e-06
3364,a peek into the markets us stock futures down morgan stanley earnings miss in focus,2019-01-17,CSX,1.3435553682938917e-06,5.392423645389499e-07,0.9999980926513672
3365,10 stocks to watch for january 17 2019,2019-01-17,CSX,0.9999761581420898,2.924859074937558e-07,2.3617074475623667e-05
3366,5 stocks moving in wednesdays afterhours session,2019-01-16,CSX,0.9999985694885254,3.588028789636155e-07,1.0208240155407111e-06
3367,csx reports 5b buyback,2019-01-16,CSX,0.999981164932251,9.90100215858547e-06,8.943112334236503e-06
3368,csx q4 eps 101 beats 099 estimate sales 314b beat 313b estimate,2019-01-16,CSX,1.0509692671689663e-08,1.0,4.4849008951075575e-09
3369,csx q4 earnings preview,2019-01-16,CSX,0.9999072551727295,7.931928848847747e-05,1.3477663742378354e-05
3370,10 stocks to watch for january 16 2019,2019-01-16,CSX,0.9999793767929077,2.4165527179320634e-07,2.036807381955441e-05
3371,earnings scheduled for january 16 2019,2019-01-16,CSX,0.9999967813491821,7.881379815444234e-08,3.0797746148891747e-06
3372,a former counsel of the chief rail us rail regulator wonders about its future mission,2019-01-14,CSX,0.0034560533240437508,8.554857231501956e-06,0.9965354204177856
3373,port report busiest us east coast port improves rail service as way to reach us midwest,2019-01-14,CSX,1.8249367883527157e-07,0.9999997615814209,5.349162002232788e-09
3374,trucking stock prices have plummeted upcoming earnings will show whether that was justified,2019-01-14,CSX,0.5086426734924316,0.0004461622447706759,0.49091124534606934
3375,intermodal rail taking growing share of containers out of nynj ports,2019-01-14,CSX,0.7790929675102234,0.22060304880142212,0.00030395638896152377
3376,union pacific we had a very good december after all and our or will tick up,2019-01-10,CSX,1.281031387634357e-07,0.9999998807907104,1.5599029623558636e-08
3377,new intermodal rail yard aims to boost freight flow from gcts new jersey terminal,2019-01-08,CSX,3.0614910428994335e-07,0.9999996423721313,5.478582920659392e-09
3378,benzingas top upgrades downgrades for january 8 2019,2019-01-08,CSX,0.9998124241828918,3.461061396592413e-06,0.00018417794490233064
3379,atlantic equities initiates coverage on csx with overweight rating,2019-01-08,CSX,3.0117314508970594e-07,0.9999996423721313,7.446262273447246e-09
3380,shares of several railroad companies are trading lower after federal regulators started to examine railroads for charging customers with late fees,2019-01-02,CSX,0.003844557562842965,0.0006391613860614598,0.9955162405967712
3381,regulator examines railroads for hitting customers with late fees wsj reported on tuesday,2019-01-02,CSX,0.999935507774353,1.5894001137439773e-07,6.43623570795171e-05
3382,60 biggest movers from friday,2019-03-25,CTAS,0.9982483386993408,0.00016774781397543848,0.0015838701510801911
3383,41 stocks moving in fridays midday session,2019-03-22,CTAS,0.9999963045120239,1.3229849571416707e-07,3.6229776014806703e-06
3384,cintas corp shares are trading lower after the company reported worsethanexpected q3 sales the company also provided fy19 sales guidance below analyst estimates,2019-03-22,CTAS,4.402518793966692e-09,8.364243342384725e-08,0.9999998807907104
3385,10 biggest price target changes for friday,2019-03-22,CTAS,0.9999744892120361,1.5557080814687652e-06,2.397605021542404e-05
3386,morgan stanley maintains underweight on cintas raises price target to 172,2019-03-22,CTAS,0.00010840996401384473,0.0001267574989469722,0.9997648596763611
3387,6 stocks to watch for march 22 2019,2019-03-22,CTAS,0.999966025352478,7.65486845466512e-07,3.328583261463791e-05
3388,7 stocks moving in thursdays afterhours session,2019-03-21,CTAS,0.999998927116394,1.6691633675236517e-07,9.459007515033591e-07
3389,cintas sees fy19 eps 742748 vs 734 estimate sales 687b6885b vs 689b est,2019-03-21,CTAS,0.9999923706054688,1.5455351558557595e-06,6.064735771360574e-06
3390,cintas q3 eps 184 beats 171 estimate sales 1682b miss 169b estimate,2019-03-21,CTAS,4.1155638541567896e-07,0.9999988079071045,7.782688271618099e-07
3391,cintas to report q3 earnings after the closing bell co historically issues its report at 415 pm et,2019-03-21,CTAS,0.999962329864502,8.711567147656751e-07,3.687651042127982e-05
3392,10 stocks to watch for march 21 2019,2019-03-21,CTAS,0.9999667406082153,4.101244712728658e-07,3.288187872385606e-05
3393,earnings scheduled for march 21 2019,2019-03-21,CTAS,0.9999972581863403,1.1609215988528376e-07,2.6614402486302424e-06
3394,benzingas top upgrades downgrades for january 3 2019,2019-01-03,CTAS,0.999804675579071,3.399450179131236e-06,0.00019185365817975253
3395,bank of america upgrades cintas to buy,2019-01-03,CTAS,0.9851018190383911,0.014055542647838593,0.0008426134008914232
3396,catalent narrows fy2019 sales guidance from 25b259b to 25b252b,2019-05-07,CTLT,0.7002304196357727,9.6111270977417e-06,0.29975998401641846
3397,catalent q3 eps 049 beats 046 estimate sales 6175m miss 64498m estimate,2019-05-07,CTLT,0.0018516472773626447,0.9969925880432129,0.0011556792305782437
3398,benzingas top upgrades downgrades for april 16 2019,2019-04-16,CTLT,0.9998502731323242,2.8256811219762312e-06,0.0001467901311116293
3399,ubs upgrades catalent to buy raises price target to 54,2019-04-16,CTLT,1.3374411537370179e-05,0.9999854564666748,1.1790899634434027e-06
3400,44 biggest movers from yesterday,2019-04-16,CTLT,0.8048010468482971,0.012534474954009056,0.18266451358795166
3401,34 stocks moving in mondays midday session,2019-04-15,CTLT,0.9999936819076538,1.381807663847212e-07,6.16471015746356e-06
3402,midmorning market update markets open lower goldman sachs posts mixed q1 results,2019-04-15,CTLT,0.0001740613515721634,0.00030319514917209744,0.9995228052139282
3403,catalent shares are trading higher after the company announced it would acquire paragon services for 12 billion,2019-04-15,CTLT,2.3718219381407835e-05,0.9999762773513794,5.0022528341742145e-09
3404,catalent agrees to buy gene therapyfocused cdmo paragon services for 12b,2019-04-15,CTLT,0.9998679161071777,7.628943421877921e-06,0.00012441514991223812
3405,catalent to acquire paragon bioservices for 12b,2019-04-15,CTLT,0.9997398257255554,7.504711538786069e-05,0.00018509179062675685
3406,catalent to acquire paragon bioservices for 12b in cash,2019-04-14,CTLT,0.9998979568481445,2.5128330889856443e-05,7.6885218732059e-05
3407,catalent announces the first patient has been dosed in its phase 1 clinical trial of its bcell lymphona treatment,2019-04-01,CTLT,0.9999856948852539,7.690116035519168e-06,6.554661013069563e-06
3408,catalent option alert apr 18 40 calls at the ask 500  165 vs 1395 oi earnings 430 before open est ref4063,2019-03-26,CTLT,0.9999942779541016,1.0069753670904902e-06,4.785181317856768e-06
3409,catalent option alert apr 18 45 calls at the ask 500  05 vs 3199 oi earnings 430 before open est ref420,2019-03-12,CTLT,0.9999854564666748,1.6910540807657526e-06,1.2911303201690316e-05
3410,catalent names alessandro maselli president and coo,2019-02-13,CTLT,0.9998216032981873,2.3153828806243837e-05,0.00015524603077210486
3411,50 biggest movers from yesterday,2019-02-06,CTLT,0.8389204740524292,0.03987519443035126,0.12120428681373596
3412,catalent shares are trading higher after the company reported q2 eps q2 of 045 beating the 037 estimate and sales of 623 million beating the 60791m estimate,2019-02-05,CTLT,3.674824222699158e-09,1.0,7.021930814588018e-10
3413,42 stocks moving in tuesdays midday session,2019-02-05,CTLT,0.9999964237213135,1.3304436663474917e-07,3.5110451790387742e-06
3414,catalent reaffirms fy19 sales 25b259b adj ebitda 597m622m adj net income 260m285m,2019-02-05,CTLT,0.9999710321426392,2.5064562578336336e-05,3.987623131251894e-06
3415,catalent q2 eps 045 beats 037 estimate sales 623m beat 60791m estimate,2019-02-05,CTLT,1.4261394198911148e-07,0.9999998807907104,4.2931606714091686e-08
3416,earnings scheduled for february 5 2019,2019-02-05,CTLT,0.9999963045120239,1.4292550076788757e-07,3.618409209593665e-06
3417,catalent announces 200m capital investment in biologics,2019-01-07,CTLT,0.9942507743835449,0.005702038295567036,4.718730633612722e-05
3418,notable insider buys this past week bunge hain celestial and more,2019-05-26,CTSH,0.32138684391975403,0.6720565557479858,0.00655655562877655
3419,argus downgrades cognizant technology solutions corporation  class a common stock to hold,2019-05-10,CTSH,0.7527481913566589,0.0002991703513544053,0.24695256352424622
3420,top 10 most oversold stocks via benzinga pros radar tool for wed may 8 2019,2019-05-08,CTSH,0.999982476234436,5.651336323353462e-06,1.1953957255173009e-05
3421,cognizant tech solns option alert fri 60 calls sweep 44 near the ask 1001  035 vs 523 oi ref5854,2019-05-07,CTSH,0.9999862909317017,1.65306585131475e-06,1.201237682835199e-05
3422,ubs maintains neutral on cognizant technology solutions corporation  class a common stock lowers price target to 62,2019-05-07,CTSH,1.1504484973556828e-05,0.0011641107266768813,0.998824417591095
3423,80 biggest movers from friday,2019-05-06,CTSH,0.9970455765724182,0.0010015846928581595,0.0019528622506186366
3424,benzingas bulls  bears of the week apple disney ge sprint and more,2019-05-05,CTSH,0.9999535083770752,8.875611001712969e-07,4.5661814510822296e-05
3425,58 stocks moving in fridays midday session,2019-05-03,CTSH,0.9999954700469971,1.3299857926085679e-07,4.398754299472785e-06
3426,keybanc downgrades cognizant 3 reasons why,2019-05-03,CTSH,0.00012703829270321876,0.0003386625030543655,0.9995343685150146
3427,10 biggest price target changes for friday,2019-05-03,CTSH,0.9999744892120361,1.5557080814687652e-06,2.397605021542404e-05
3428,benzinga pros top 10 mostsearched tickers for morning of fri may 3 2019,2019-05-03,CTSH,0.9999963045120239,1.7270327816731879e-06,2.0834575025219237e-06
3429,benzingas top upgrades downgrades for may 3 2019,2019-05-03,CTSH,0.9997101426124573,5.065092864242615e-06,0.0002847219002433121
3430,cognizant technology shares are trading lower after the company reported worsethanexpected q1 financial results and announced 2019 eps guidance below the analyst consensus estimate,2019-05-03,CTSH,7.174974836487991e-09,9.903462228066928e-08,0.9999998807907104
3431,wedbush downgrades cognizant technology solutions corporation  class a common stock to neutral lowers price target to 70,2019-05-03,CTSH,4.623230779543519e-05,0.003884832141920924,0.9960689544677734
3432,35 stocks moving in fridays premarket session,2019-05-03,CTSH,0.9999955892562866,2.4361006012441067e-07,4.21674803874339e-06
3433,jp morgan downgrades cognizant technology solutions corporation  class a common stock to underweight lowers price target to 65,2019-05-03,CTSH,2.0368710465845652e-05,0.0014594816602766514,0.9985201954841614
3434,goldman sachs downgrades cognizant technology solutions corporation  class a common stock to neutral lowers price target to 64,2019-05-03,CTSH,0.0007708739140070975,0.012848303653299809,0.9863808751106262
3435,evercore isi group downgrades cognizant technology solutions corporation  class a common stock to inline,2019-05-03,CTSH,0.9998948574066162,2.9659768188139424e-06,0.00010212634515482932
3436,keybanc downgrades cognizant technology solutions corporation  class a common stock to sector weight,2019-05-03,CTSH,0.5146719813346863,0.17079615592956543,0.3145318329334259
3437,10 stocks to watch for may 3 2019,2019-05-03,CTSH,0.9999752044677734,4.863019853473816e-07,2.433352892694529e-05
3438,cognizant technology solutions shares are trading lower after the company reported worsethanexpected q1 eps and sales and issued weak fy19 guidance,2019-05-02,CTSH,4.9718171801771405e-09,1.9383732308142498e-07,0.9999997615814209
3439,cognizant sees q2 sales growth 3949 year over year,2019-05-02,CTSH,0.0424211323261261,0.9539657235145569,0.0036131530068814754
3440,cognizant sees fy19 adj eps 387395 vs 444 estimate,2019-05-02,CTSH,0.9998399019241333,7.389759957732167e-06,0.00015264778630807996
3441,cognizant technology q1 adj eps 091 misses 104 estimate sales 411b miss 417b estimate,2019-05-02,CTSH,1.0382954940268974e-07,1.9953179730691772e-07,0.9999996423721313
3442,earnings scheduled for may 2 2019,2019-05-02,CTSH,0.9999955892562866,1.4508368906263058e-07,4.3478394218254834e-06
3443,update morgan stanley downgrades cognizant as firm notes our checks and work from our banking research teams suggest only a partial recovery ahead leading us to cut estimates to below street expectations for the companys largest vertical,2019-04-29,CTSH,1.487351575235607e-08,6.931939822152344e-08,0.9999998807907104
3444,10 biggest price target changes for monday,2019-04-29,CTSH,0.9999673366546631,1.6244247262875433e-06,3.094529529334977e-05
3445,benzingas top upgrades downgrades for april 29 2019,2019-04-29,CTSH,0.9998743534088135,2.0762417989317328e-06,0.00012363576388452202
3446,cognizant technology solutions shares are trading lower after morgan stanley downgraded the companys stock from equalweight to underweight and lowered the price target from 85 to 69,2019-04-29,CTSH,2.317693088116357e-06,5.179236541152932e-05,0.999945878982544
3447,morgan stanley downgrades cognizant technology solutions corporation  class a common stock to underweight lowers price target to 69,2019-04-29,CTSH,1.890110615931917e-05,0.001064611948095262,0.998916506767273
3448,bmo capital maintains outperform on cognizant technology solutions corporation  class a common stock lowers price target to 86,2019-04-25,CTSH,8.008753660249113e-09,1.0,1.7483252179317788e-08
3449,cognizant technology solutions shares are trading lower after analysts at wells fargo downgraded the companys stock from outperform to market perform analysts said they see no nearterm positive catalysts while operating headwinds persist,2019-04-16,CTSH,9.73474101328975e-08,3.984335307904985e-06,0.9999959468841553
3450,update wells fargo downgrades cognizant technology solutions to market perform lowers target to 75 as firm sees no nearterm positive catalysts while operating headwinds persist if not marginally worse,2019-04-16,CTSH,3.785254705235275e-07,2.3401898943120614e-06,0.9999972581863403
3451,benzingas top upgrades downgrades for april 16 2019,2019-04-16,CTSH,0.9998502731323242,2.8256811219762312e-06,0.0001467901311116293
3452,wells fargo downgrades cognizant tech solns to market perform lowers price target to 75,2019-04-16,CTSH,5.018684532842599e-06,9.188103285850957e-05,0.9999030828475952
3453,this day in market history first indian company lists on a us exchange,2019-03-11,CTSH,0.9999977350234985,1.1159997370668862e-07,2.1292141809681198e-06
3454,cognizant reports launch of 600m accelerated buyback,2019-03-07,CTSH,0.9601432085037231,0.039816178381443024,4.064082895638421e-05
3455,cognizant acquires meritsoft a fintech platform in posttrade processing,2019-03-05,CTSH,0.9982197880744934,0.0016360165318474174,0.00014418929640669376
3456,cognizant resolves previously disclosed fcpa matter with us authorities resolutions require co to pay approximately 28m to us doj and us sec,2019-02-15,CTSH,0.9992640614509583,4.73734598926967e-06,0.0007311527733691037
3457,hearing federal grand jury returns indictment against former president and former chief legal officer of cognizant technology solutions over alleged multimillion dollar foreign bribery scheme,2019-02-15,CTSH,0.11521680653095245,0.0513126514852047,0.8334705829620361
3458,us sec charges cognizant and two former executives with fcpa violations,2019-02-15,CTSH,1.487599092797609e-05,1.5839872276046663e-06,0.999983549118042
3459,bmo capital markets upgrades cognizant on ceo change,2019-02-07,CTSH,0.9960353970527649,0.002830580808222294,0.001134008402004838
3460,bmo capital upgrades cognizant tech solns to outperform,2019-02-07,CTSH,7.569808531115996e-07,0.999997615814209,1.7240284932995564e-06
3461,cognizant technology solutions shares are trading higher after the company reported q4 eps of 113 beating the 107 estimate and q4 sales of 413 billion beating the 412 estimate,2019-02-06,CTSH,3.831919670460593e-09,1.0,3.781831514615419e-10
3462,cognizant names brian humphries as ceo,2019-02-06,CTSH,0.999881386756897,0.00011353242734912783,5.119632987771183e-06
3463,cognizant sees q1 sales growth 7585 year over year sees fy19 adj eps at least 440 sales growth 79,2019-02-06,CTSH,0.0034558370243757963,0.9965428709983826,1.314503379035159e-06
3464,cognizant technology q4 eps 113 beats 107 estimate sales 413b beat 412b estimate,2019-02-06,CTSH,1.0078640144683959e-08,1.0,6.924603113134253e-09
3465,earnings scheduled for february 6 2019,2019-02-06,CTSH,0.9999954700469971,1.446191078002812e-07,4.392788923723856e-06
3466,benzingas top upgrades downgrades for january 25 2019,2019-01-25,CTSH,0.9998723268508911,2.517526354495203e-06,0.00012509766384027898
3467,bernstein upgrades cognizant tech solns to outperform announces 80 price target,2019-01-25,CTSH,1.104271341034746e-08,1.0,2.479535510246933e-08
3468,cowens pascarelli cbd market shows encouraging signs,2019-05-31,CVS,5.2495273905606155e-08,1.0,2.9394765732604355e-08
3469,fda to hold cbd hearing friday what you should know,2019-05-30,CVS,0.9989963173866272,3.661059963633306e-05,0.0009671141160652041
3470,jim cramer weighs in on anadarko micron and more,2019-05-30,CVS,0.9976853132247925,7.076665156091622e-07,0.002314002485945821
3471,cvs health option alert jan 2021 90 calls at the ask 20000  0801 vs 139938 oi ref52965,2019-05-28,CVS,0.9999910593032837,1.3248952654976165e-06,7.686036042287014e-06
3472,federal judge sets threeday hearing june 46 for discussing settlement in us vs cvs health order,2019-05-13,CVS,0.9999860525131226,5.527140842787048e-07,1.3352320820558816e-05
3473,shares of several healthcare companies are trading lower amid continued trade dispute between the us and china also the united states filed a lawsuit against drug manufacturers alleging price fixing,2019-05-13,CVS,0.0007230055052787066,0.0007578058866783977,0.998519241809845
3474,how to invest in cannabis as the industry matures,2019-05-10,CVS,0.9987093210220337,0.0007368153892457485,0.0005537999095395207
3475,shares of several healthcare companies are trading lower in sympathy with the overall market the sp 500 is trading lower 1,2019-05-10,CVS,0.0763394832611084,0.0008919294341467321,0.9227685928344727
3476,lyft cannabis stocks among the most bought names by td ameritrade clients in april,2019-05-09,CVS,0.9998190999031067,0.00014628414646722376,3.4671124012675136e-05
3477,jim cramer weighs in on cvs starbucks tilray and more,2019-05-08,CVS,0.9945218563079834,2.9959867333673174e-06,0.005475151352584362
3478,investor movement index summary april 2019,2019-05-07,CVS,0.9999977350234985,4.1875685496961523e-07,1.744954943205812e-06
3479,dept of financial services has taken action against health insurers for violations of insurance law related to contraceptive coverage,2019-05-03,CVS,0.0076790982857346535,0.001410755910910666,0.9909101128578186
3480,jon najarian sees unusual options activity in cvs health and yandex,2019-05-03,CVS,0.9848942160606384,0.00018134230049327016,0.014924438670277596
3481,10 biggest price target changes for thursday,2019-05-02,CVS,0.9999592304229736,2.9671946322196163e-06,3.7783527659485117e-05
3482,ubs maintains buy on cvs health corporation common stock lowers price target to 67,2019-05-02,CVS,6.233673047972843e-06,0.9995579123497009,0.0004358444712124765
3483,60 biggest movers from yesterday,2019-05-02,CVS,0.954835832118988,0.00475931353867054,0.04040486365556717
3484,46 stocks moving in wednesdays midday session,2019-05-01,CVS,0.9999959468841553,1.1999954097063892e-07,3.929621925635729e-06
3485,fed day underway but focus might be on apple as results get positive read,2019-05-01,CVS,0.9968008995056152,0.0012145772343501449,0.001984537113457918
3486,cvs health shares are trading higher after the company reported betterthanexpected q1 eps and sales results and raised fy19 eps guidance above the consensus estimate,2019-05-01,CVS,1.0761216362453752e-09,1.0,4.58271587344683e-10
3487,premarket prep opening imbalance update att 262k shares to sell verizon 58k to sell cvs 71k to buy pg 47k to sell,2019-05-01,CVS,0.9996743202209473,0.0002172356325900182,0.0001084220566553995
3488,25 stocks moving in wednesdays premarket session,2019-05-01,CVS,0.9999982118606567,1.2801670834505785e-07,1.6787159893283388e-06
3489,correction cvs raises fy19 adj eps guidance from 668688 to 675690 vs 677 estimate,2019-05-01,CVS,0.00018316766363568604,0.9998164772987366,3.070789773573779e-07
3490,a peek into the markets us stock futures surge following upbeat apple results,2019-05-01,CVS,4.174845798843307e-06,0.9999957084655762,8.217618585604214e-08
3491,cvs health raises fy19 adj eps guidance from 668688 to 675690 vs 677 estimate,2019-05-01,CVS,0.0002588714414741844,0.9997407793998718,3.842682758659066e-07
3492,cvs health q1 adj eps 162 beats 15 estimate sales 61646b beat 6039b estimate,2019-05-01,CVS,1.7382237871288453e-08,1.0,8.607195844945181e-09
3493,12 stocks to watch for may 1 2019,2019-05-01,CVS,0.9999853372573853,3.4747330346363015e-07,1.4349578123074025e-05
3494,earnings scheduled for may 1 2019,2019-05-01,CVS,0.9999970197677612,1.2455295461677451e-07,2.8078013656340772e-06
3495,cannabis companies take over toronto talk importance of california market,2019-04-30,CVS,0.9994872808456421,1.4155883036437444e-05,0.0004985551931895316
3496,morgan stanley maintains overweight on cvs health corporation common stock lowers price target to 74,2019-04-29,CVS,3.2093655590870185e-06,0.999972939491272,2.3871563826105557e-05
3497,premarket prep opening nyse imbalance update bank of america 167k to sell morgan stanley 27k to sell wells fargo 19k to sell att 75k to sell ge 107k to sell cvs 75k to buy,2019-04-24,CVS,0.9998646974563599,5.202795728109777e-05,8.314377191709355e-05
3498,shares of several healthcare stocks are trading higher in a potential rebound from last weeks selloff in an upgrade of hca healthcare raymond james analysts noted the selloff was based on legislation that has almost no chance of passing,2019-04-23,CVS,0.026092221960425377,0.941770076751709,0.032137662172317505
3499,6 cannabis execs on the strengths of their businesses,2019-04-22,CVS,0.000975834671407938,0.9990203380584717,3.826769898296334e-06
3500,bulls and bears of the week abbott labs chevron cvs united and more,2019-04-20,CVS,0.9999597072601318,8.104451808321755e-06,3.2150346669368446e-05
3501,7 biggest price target changes for thursday,2019-04-18,CVS,0.999967098236084,2.757231641226099e-06,3.011007356690243e-05
3502,raymond james maintains strong buy on cvs health lowers price target to 75,2019-04-18,CVS,2.1656255739799235e-06,0.9999834299087524,1.446024816686986e-05
3503,guggenheim initiates coverage on cvs health with buy rating,2019-04-18,CVS,4.0575460502623173e-07,0.9999996423721313,4.230939865124128e-08
3504,retailers signal increased commercial interest in cbd,2019-04-17,CVS,0.6423128247261047,0.2761281728744507,0.08155897259712219
3505,shares of several healthcare companies are trading lower after trump renewed his efforts to repeal and replace the affordable care act the department of justice moved to accelerate the appeal process in hopes to invalidate the aca as unconstitutional,2019-04-17,CVS,0.0011018083896487951,0.0033562423195689917,0.9955419898033142
