fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2020-06-30,USD,41199648000,4389442000,854259000,4389442000,None,None,2415792000,119494000,None,688490000,688490000,None,26464777000,1727302000,3535183000,4778877000,None,28472748000,3314468000,None,None,None,335587000,2860733000,None,3196320000,335587000,3490000000,3196320000,-3314468000,25001171000,11991825000,2494505000,11420686000,642000,402503687,ACGL
2020-03-31,USD,38416126000,3008718000,882284000,3008718000,None,None,2381505000,127766000,None,705450000,705450000,None,24136861000,1676055000,2126434000,-1496576000,None,26500721000,3387946000,None,None,None,500587000,1871869000,None,2372456000,500587000,2260000000,2372456000,-3387946000,23800906000,11367244000,2489097000,11132268000,642000,403892161,ACGL
2019-12-31,USD,37885361000,2521701000,726230000,2521701000,None,None,2398479000,131661000,None,738083000,411532000,326551000,24402246000,1660396000,1795471000,-778160000,None,25569809000,13500000,None,None,None,484287000,1871626000,None,2355913000,484287000,2340000000,2355913000,-3270819000,23126317000,11497371000,2406047000,11021006000,638000,405619201,ACGL
2019-09-30,USD,35572603000,2182573000,880099000,2182573000,None,None,2200332000,131424000,None,624500000,624500000,None,23617335000,1575832000,1302474000,530845000,None,23510794000,3187294000,None,None,None,490720000,1871386000,None,2362106000,490720000,1871386000,2362106000,-3187294000,20972558000,11158096000,2403749000,10705025000,638000,402564121,ACGL
2019-06-30,USD,34851670000,2098220000,605316000,2098220000,None,None,2222982000,134061000,None,641010000,641010000,None,23127963000,1581972000,1492904000,-6931297000,None,23032496000,3125540000,None,None,None,491006000,1733865000,None,2224871000,491006000,2090000000,2224871000,-3125540000,20513516000,10757352000,2401037000,10322975000,638000,401482784,ACGL
2019-03-31,USD,33977037000,1835209000,633100000,1835209000,None,None,2222994000,140741000,None,659215000,659215000,None,22327879000,1563779000,1202109000,425933000,None,22817977000,3029390000,None,None,None,488612000,1733694000,None,2222306000,None,1980000000,2222306000,-3029390000,20219339000,10114596000,2388392000,9864424000,636000,400184404,ACGL
2018-12-31,USD,32218329000,1962535000,646556000,1941335000,None,21200000,2128711000,None,None,634920000,385300000,249620000,21745284000,1493791000,1294779000,716766000,None,21780650000,-178720000,None,None,None,455682000,1733528000,None,2189210000,None,1880000000,2189210000,-2927900000,19501406000,9439827000,2382167000,9426299000,634000,402454834,ACGL
2018-09-30,USD,32252534000,2056954000,651037000,2056954000,None,None,2090904000,None,None,566662000,566662000,None,21666428000,1524242000,1405917000,833064000,None,21814433000,3026960000,None,None,None,554756000,1733364000,None,2288120000,None,1880000000,2288120000,-3026960000,19270886000,9355148000,2280151000,9300208000,633000,402939092,ACGL
2023-06-30,USD,8186041000,6851557000,1261836000,3741126000,1864334000,779726000,1272696000,101705000,172638000,372106000,103575000,268531000,2447459000,61788000,2479290000,167544000,31696000,2328459000,1655792000,351920000,2169808000,None,98722000,672667000,51702000,None,None,None,51702000,316629000,61546000,5857582000,None,3955062000,31000,309355000,ANET
2023-03-31,USD,7543066000,6270533000,956341000,3331130000,1682703000,862875000,1233132000,97157000,164370000,378814000,112890000,265924000,2346803000,39401000,2374789000,125353000,47092000,2213892000,1584909000,330171000,2184548000,None,None,628983000,55291000,None,None,None,55291000,231274000,58385000,5329174000,None,3493181000,31000,308098000,ANET
2022-12-31,USD,6775410000,5550748000,671707000,3023729000,1289706000,923096000,1228962000,95009000,156847000,388129000,122205000,265924000,2322469000,39468000,2352022000,152170000,73754000,1889590000,1293531000,232572000,2082492000,None,None,596059000,43964000,None,None,None,43964000,131040000,58442000,4885820000,None,3138983000,31000,306890000,ANET
2022-09-30,USD,6162010000,5031678000,716253000,2980071000,1100550000,651512000,1090655000,96449000,150415000,402538000,131520000,271018000,2236643000,39677000,2263818000,142627000,59655000,1776792000,1254912000,278469000,1882088000,None,None,521880000,47067000,None,None,None,47067000,128645000,58791000,4385218000,None,2714711000,31000,305515000,ANET
2022-06-30,USD,5824545000,4729195000,493246000,2901902000,852810000,585786000,1057087000,91823000,143711000,414330000,140836000,273494000,2378899000,38263000,2408656000,256102000,46610000,1818753000,1278026000,275093000,2066980000,None,None,540727000,51793000,None,None,None,51793000,94837000,60337000,4005792000,None,2408294000,30000,304455000,ANET
2022-03-31,USD,6108186000,5105174000,635025000,3423914000,694217000,648606000,964387000,87391000,138337000,322159000,105244000,216915000,2729748000,38625000,2788889000,217363000,41819000,1955009000,1369005000,204675000,1123746000,None,None,586004000,57474000,None,None,None,57474000,188831000,57672000,4153177000,None,2592854000,31000,308165000,ANET
2021-12-31,USD,5734429000,4812676000,620813000,3408315000,650117000,516509000,921753000,78634000,133023000,281952000,93555000,188397000,2787502000,20247000,2787502000,172893000,33443000,1755829000,1109829000,202636000,929312000,None,226643000,646000000,56527000,None,None,None,56527000,86972000,54749000,3978600000,None,2456823000,31000,307681000,ANET
2021-09-30,USD,5437350000,4523958000,630982000,3386481000,575665000,395590000,895145000,75373000,128078000,289110000,100713000,188397000,2755499000,18247000,2755499000,90181000,32524000,1572090000,893387000,135252000,800440000,None,174425000,678703000,61628000,None,None,None,61628000,72356000,51165000,3865260000,None,2393661000,8000,76886000,ANET
2021-06-30,USD,5208280000,4328395000,893688000,3281703000,543199000,364214000,866238000,32362000,123394000,296272000,107995000,188277000,2388015000,13647000,2388015000,81017000,33433000,1510439000,859935000,145159000,746090000,None,163245000,650504000,64295000,None,None,None,64295000,69419000,47508000,3697841000,None,2303513000,8000,76665000,ANET
2021-03-31,USD,4893730000,4002895000,843336000,3027666000,483168000,380466000,880521000,32462000,119902000,303636000,115359000,188277000,2184330000,10314000,2184330000,69790000,33190000,1442392000,786532000,136885000,720031000,None,122466000,655860000,67770000,None,None,None,67770000,69382000,44620000,3451338000,None,2106625000,8000,76257000,ANET
2020-12-31,USD,4738919000,3836998000,893219000,2872868000,479668000,389540000,901921000,32231000,115181000,312486000,122790000,189696000,1979649000,8314000,1979649000,60556000,30071000,1418628000,768243000,134235000,650827000,None,143357000,650385000,72397000,None,None,None,72397000,94392000,42431000,3320291000,None,2027614000,30000,76174000,ANET
2020-09-30,USD,4399372000,3653867000,970349000,2845901000,438102000,300217000,741355000,32670000,110014000,162720000,77752000,84968000,1875552000,4150000,1875552000,43311000,22807000,1315495000,664783000,163102000,562304000,None,110348000,650712000,74903000,None,None,None,74903000,70043000,39165000,3083877000,None,1844656000,8000,75632000,ANET
2020-06-30,USD,4335851000,3576878000,800182000,2781771000,326997000,383225000,754823000,35263000,105229000,168530000,83562000,84968000,1981589000,4150000,1981589000,56980000,25493000,1299368000,640181000,122872000,577511000,None,100070000,659187000,74259000,None,None,None,74259000,88714000,38679000,3036483000,None,1843559000,8000,75964000,ANET
2020-03-31,USD,4111845000,3336899000,761333000,2636993000,261798000,352159000,770796000,37806000,99984000,174154000,89373000,84781000,1875660000,4150000,1875660000,50373000,27027000,1263019000,573007000,84815000,596775000,None,100443000,690012000,78502000,None,None,None,78502000,55574000,38099000,2848826000,None,1698766000,8000,75655000,ANET
2019-12-31,USD,4185290000,3471636000,1111286000,2724368000,243825000,391987000,713654000,39273000,97376000,100090000,45235000,54855000,1613082000,4150000,1613082000,64464000,30346000,1290604000,597074000,92105000,575288000,16052000,140249000,693530000,0,None,16052000,None,83022000,52052000,37693000,2894686000,None,1788230000,8000,76389000,ANET
2019-09-30,USD,3619825000,3240420000,1095265000,2447040000,239802000,447252000,375255000,40188000,92663000,103174000,48319000,54855000,1351775000,4150000,1351775000,52800000,29360000,963821000,548189000,78600000,529012000,15545000,128930000,415632000,0,None,15545000,None,87099000,49275000,30627000,2656004000,None,1579063000,8000,76368000,ANET
2019-06-30,USD,3441292000,3028518000,944414000,2257803000,314177000,343080000,381288000,41023000,88023000,105296000,51612000,53684000,1313389000,31486000,1313389000,43665000,27106000,915732000,525020000,86134000,502218000,14666000,113898000,390712000,0,None,14666000,None,89705000,52622000,25351000,2525560000,None,1484777000,8000,76555000,ANET
2019-03-31,USD,3332444000,2900974000,809491000,2150918000,347153000,271246000,175387000,41529000,83214000,108795000,55111000,53684000,1341427000,31486000,1341427000,63436000,25063000,932077000,543193000,89823000,536471000,None,104228000,295268000,0,93616000,14139000,None,93616000,44413000,25601000,2400367000,None,1395534000,8000,76453000,ANET
2018-12-31,USD,3081983000,2714802000,649950000,1956147000,264557000,331777000,367181000,75355000,90012000,112294000,58610000,53684000,1306197000,30336000,1306197000,95730000,22704000,938594000,606504000,93757000,587227000,None,123254000,300412000,None,None,None,None,35431000,30907000,28098000,2143389000,None,1190803000,8000,75668000,ANET
2018-09-30,USD,2798238000,2436046000,524687000,1661799000,216313000,322053000,247910000,75397000,84397000,117278000,62110000,55168000,1137112000,35036000,1137112000,118262000,20199000,852362000,539782000,85097000,529855000,None,103108000,65535000,None,36040000,None,None,36040000,32727000,23065000,1945876000,None,1020481000,8000,75393000,ANET
2023-06-30,USD,54365200000,36845700000,777900000,777900000,31759100000,3716300000,17548700000,640500000,None,14234100000,3720400000,10513700000,None,None,None,418000000,1109300000,43925200000,35588800000,None,1437000000,920000000,920000000,8336400000,332000000,6214100000,1111200000,6022900000,7134100000,31759100000,1919800000,10395700000,None,4045100000,215500000,215500000,AJG
2023-03-31,USD,45094400000,28778000000,1345700000,1345700000,23403400000,3526500000,16346300000,581200000,None,13107300000,3404100000,9703200000,None,None,None,298200000,1028600000,35236100000,27095700000,None,1376400000,675000000,675000000,8140400000,311400000,6181800000,834800000,6022100000,6856800000,25634700000,1744900000,9817800000,None,3930200000,214200000,214200000,AJG
2022-12-31,USD,38358400000,22285200000,738400000,342300000,4621900000,2911100000,16093800000,576200000,886100000,12861500000,3372100000,9489400000,None,None,None,399000000,989800000,29168200000,21338600000,None,1218600000,310000000,310000000,7829600000,300400000,16800000,551900000,5562800000,6114700000,2091200000,1903800000,9143600000,None,3562200000,211900000,211900000,AJG
2022-09-30,USD,38667800000,23796600000,553700000,553700000,4723100000,None,14892300000,561400000,None,11889600000,3052400000,8837200000,None,None,None,1563800000,934400000,30038700000,22456600000,None,1175600000,440000000,440000000,7582100000,301900000,9300000,685400000,5562200000,6247500000,1972800000,1655200000,8573800000,None,3536200000,210800000,210800000,AJG
2022-06-30,USD,39850800000,24744400000,552900000,523600000,4266100000,None,15267600000,569600000,None,12227300000,3190900000,9036400000,None,None,None,1502700000,949100000,31128600000,23504700000,None,1244400000,710000000,710000000,7623900000,313300000,9400000,887200000,5561500000,6448700000,1677000000,1686200000,8808700000,None,3388700000,210300000,210300000,AJG
2022-03-31,USD,42897500000,27519300000,734400000,528600000,4110100000,None,15664200000,505100000,None,12605300000,3877600000,8727700000,None,None,None,1272500000,980200000,34118400000,26144800000,None,1284600000,250000000,250000000,7973600000,333300000,5934300000,423400000,5760900000,6184300000,1968200000,1814900000,8989400000,None,3213000000,210100000,210100000,AJG
2021-12-31,USD,33345000000,17670400000,402600000,402600000,4063700000,None,15702700000,500800000,808100000,12620200000,3954000000,8666200000,5500000,5500000,None,1451000000,966500000,24784900000,16735000000,None,1159200000,245000000,245000000,8049900000,309300000,22600000,473400000,5810200000,6283600000,1895100000,1871700000,8508400000,None,2882300000,208500000,208500000,AJG
2021-09-30,USD,26915800000,15138300000,2735100000,2735100000,3277200000,None,11807200000,454500000,None,8966500000,2339000000,6627500000,14100000,14100000,None,1369500000,854800000,18445700000,11659800000,None,1176400000,200000000,200000000,6785900000,281400000,5306500000,434100000,5072400000,5506500000,1536900000,1371000000,8420200000,None,2873800000,207300000,207300000,AJG
2021-06-30,USD,27817200000,15939300000,3204100000,3204100000,None,None,11916700000,454900000,None,9077600000,2447300000,6630300000,17100000,17100000,None,1169500000,860800000,19463200000,12021300000,None,1184200000,200000000,200000000,7441900000,302600000,5878300000,366100000,5712200000,6078300000,1408400000,1365100000,8312700000,None,2749100000,206800000,206800000,AJG
2021-03-31,USD,24414500000,12667500000,526300000,526300000,2834600000,None,11774500000,449200000,None,8989700000,2478800000,6510900000,20800000,20800000,None,997300000,850000000,17635000000,11516000000,None,1181400000,None,151300000,6119000000,315000000,4366300000,151300000,4366300000,4517600000,1633100000,1373600000,6731100000,None,2658900000,195900000,195900000,AJG
2020-12-31,USD,22331400000,11124200000,664600000,664600000,2909700000,None,11236600000,450700000,728900000,8526900000,2399900000,6127000000,22400000,22400000,None,1113900000,769900000,16098700000,10135000000,None,1082600000,75000000,75000000,5991500000,320900000,19600000,278600000,4266000000,4544600000,1596200000,1311100000,6186200000,None,2371700000,193700000,193700000,AJG
2020-09-30,USD,21814900000,11200300000,629900000,629900000,2844900000,None,10647800000,458700000,None,8027200000,2195000000,5832200000,25900000,25900000,None,1023000000,732500000,15996700000,10117200000,None,1062800000,125000000,125000000,5879500000,292500000,4265700000,318000000,4265700000,125000000,1380500000,1255700000,5771700000,None,2317300000,192300000,192300000,AJG
2020-06-30,USD,21306200000,10760400000,349700000,349700000,2653000000,None,10583800000,461400000,None,7982400000,2226000000,5756400000,30400000,30400000,None,884200000,727700000,15771700000,9864000000,None,1039200000,225000000,225000000,5907700000,307900000,4315400000,328600000,4315400000,225000000,1131600000,1218100000,5488600000,None,2228300000,191500000,191500000,AJG
2020-03-31,USD,20836500000,10527200000,352800000,352800000,2280400000,None,9313400000,454300000,None,7802000000,2246800000,5555200000,None,None,None,799700000,674400000,15766400000,9837800000,None,491500000,455000000,455000000,5928600000,319400000,4315100000,577600000,4315100000,455000000,1058200000,1225900000,5029500000,None,2161400000,189600000,189600000000000,AJG
2019-12-31,USD,19634800000,9117500000,604800000,604800000,2019100000,None,9578600000,467400000,591900000,7937200000,2318700000,5618500000,40000000,40000000,None,1074400000,773600000,14419300000,8921000000,None,503800000,706400000,620000000,5529000000,340900000,18500000,86400000,3816100000,4606700000,1347800000,1271600000,5155500000,None,1901300000,188100000,188100000000000,AJG
2019-09-30,USD,19173800000,9328600000,578900000,578900000,None,None,8899600000,458800000,None,7388300000,2073500000,5314800000,None,41300000,None,1036600000,660800000,14261800000,8910900000,None,493900000,572600000,490000000,5350900000,335300000,3815800000,82600000,3815800000,490000000,1255700000,1127100000,4843300000,None,1884200000,186500000,186500000,AJG
2019-06-30,USD,19200300000,9547400000,512300000,512300000,2034300000,None,8386200000,458000000,None,7250700000,2008800000,5241900000,None,49200000,None,993200000,670100000,14252500000,8932500000,None,504300000,425000000,425000000,4917300000,327400000,3815600000,562300000,3815600000,425000000,1067400000,1101700000,4879400000,None,1839300000,186100000,186100000,AJG
2019-03-31,USD,18631400000,9669500000,871500000,871500000,1669300000,None,7730900000,450200000,None,6642300000,1841400000,4800900000,None,54900000,None,875500000,630700000,13673200000,8637900000,None,480100000,360000000,360000000,4627400000,329900000,3690300000,494800000,3690300000,360000000,999600000,937100000,4880300000,None,1810200000,185300000,185300000,AJG
2018-12-31,USD,16334000000,8118700000,607200000,607200000,1629600000,None,7421400000,436900000,504800000,6398600000,1773000000,4625600000,9600000,None,1629600000,1024400000,573600000,11764300000,7693600000,None,457700000,365000000,365000000,4033400000,None,19900000,100000000,3091400000,384900000,1055100000,900900000,4498900000,None,1558600000,184000000,184000000,AJG
2018-09-30,USD,16114700000,8084000000,605000000,605000000,1655500000,None,7294400000,429300000,None,6273400000,1772100000,4501300000,13900000,65100000,1655500000,951500000,584600000,11502000000,7422600000,None,472700000,230000000,230000000,4007700000,None,3141200000,100000000,3141200000,230000000,943100000,862100000,4544500000,None,1517600000,183700000,183700000,AJG
2023-06-30,USD,33104700000,1941000000,1401700000,1941000000,None,None,3857400000,642700000,None,3214700000,608400000,2606300000,7988600000,8079300000,539300000,None,None,28618700000,4014300000,None,None,None,50000000,2129400000,None,2129400000,50000000,None,2129400000,-4014300000,23584300000,4486000000,122800000,3877200000,600000,53008641,AIZ
2023-03-31,USD,32915200000,1965200000,1525600000,1965200000,None,None,3890600000,671200000,None,3219400000,615900000,2603500000,7820800000,7915100000,439600000,None,None,28518800000,4119600000,None,None,None,50000000,4119600000,None,2128800000,50000000,None,2128800000,-50000000,23377200000,4396400000,122800000,3775900000,600000,53133956,AIZ
2022-12-31,USD,33117300000,1973500000,1536700000,1973500000,-155500000,None,3916600000,645100000,407400000,3241900000,638900000,2603000000,7524500000,7609600000,436800000,-4599500000,None,28888600000,4238400000,None,None,None,None,4238400000,None,2129900000,None,None,2129900000,-4238400000,23667100000,4228700000,122800000,3699300000,600000,52830381,AIZ
2022-09-30,USD,33245700000,1999200000,1429800000,1999200000,None,None,3796000000,617600000,None,3178400000,631000000,2547400000,7516100000,7601200000,569400000,7561800000,None,29146800000,6681400000,None,None,None,None,6681400000,None,2129300000,None,None,2129300000,2647900000,24175800000,4098900000,122800000,3678900000,600000,52891708,AIZ
2022-06-30,USD,31728700000,1672500000,1182000000,1672500000,3710600000,None,3843200000,608800000,None,3234400000,676200000,2558200000,7608000000,7702000000,490500000,-8685700000,None,27269000000,5180500000,None,None,None,None,5180500000,None,2128800000,None,None,2128800000,1203900000,22282000000,4459700000,122800000,3774200000,600000,53261408,AIZ
2022-03-31,USD,33022600000,1774900000,1250900000,1767000000,None,None,3849800000,585300000,None,3264500000,695100000,2569400000,8219100000,8308300000,516100000,7208100000,None,28001500000,5284000000,None,None,None,None,2203000000,None,2203000000,None,None,2203000000,1180600000,22750100000,4999000000,122800000,3976500000,600000,54536071,AIZ
2021-12-31,USD,33920600000,2734300000,2040800000,2734300000,1942500000,None,3899900000,561400000,355600000,3290800000,719200000,2571600000,8671600000,8733700000,693500000,3941800000,None,28456500000,5741500000,None,191500000,None,2202000000,2202500000,None,2202500000,None,None,2202500000,1231700000,22822600000,5464100000,122800000,4041200000,700000,55754113,AIZ
2021-09-30,USD,33624800000,2667700000,2027900000,2667700000,1702400000,None,3747300000,529000000,None,3218300000,638400000,2579900000,9196600000,9260200000,639800000,2155300000,None,27880400000,7209800000,None,None,None,2201,2201900000,None,2201900000,None,None,2201900000,-7209800000,22754100000,5744400000,122800000,4219300000,700000,57554166,AIZ
2021-06-30,USD,45994800000,3199000000,2746000000,3199000000,1693600000,None,3738300000,495200000,None,3243100000,654400000,2588700000,7894000000,7027000000,453000000,16518200000,None,40086400000,7091400000,None,None,None,None,2550500000,None,2550500000,None,None,2550500000,-7091400000,34571700000,5908400000,122800000,3640300000,700000,59457886,AIZ
2021-03-31,USD,44410600000,2089800000,1651300000,2089800000,1924200000,None,3727800000,469100000,None,3258700000,672700000,2586000000,7870000000,7943300000,438500000,-13249800000,None,38585000000,4591000000,None,None,None,None,2203700000,None,2203700000,None,None,2203700000,-2112800000,33633200000,5822200000,122800000,3635500000,700000,60651262,AIZ
2020-12-31,USD,44649900000,2965900000,2207600000,2965900000,None,None,3845800000,446100000,334400000,3285500000,696200000,2589300000,8222800000,15809100000,737300000,9839900000,None,38695100000,4808000000,None,89800000,None,4504000000,2252900000,None,2252900000,None,None,2252900000,-12137900000,33288700000,5951400000,267400000,3548700000,600000,57967808,AIZ
2020-09-30,USD,43582600000,2837400000,2189300000,2837400000,1576700000,None,3376000000,468400000,None,2907600000,581800000,2325800000,15205900000,15338900000,634400000,11946400000,None,37642600000,3845700000,None,None,None,None,2008600000,None,2008600000,None,None,2008600000,-3845700000,32770700000,5936400000,5420500000,6126000000,1600000,59076751,AIZ
2020-06-30,USD,44233200000,584100000,2108000000,584100000,1475400000,None,3473600000,450100000,None,3023500000,582100000,2441400000,14646200000,14789200000,584100000,-22430200000,None,38248700000,36057400000,None,None,None,200000000,2208000000,None,2208000000,200000000,None,2208000000,29932500000,31735800000,5967800000,5350400000,6194400000,1600000,59571651,AIZ
2020-03-31,USD,43423300000,571100000,1996100000,571100000,None,None,3295300000,438100000,None,2857200000,521000000,2336200000,13624700000,13771400000,571100000,-23431800000,None,38037100000,35845800000,None,None,None,200000000,2207500000,None,2207500000,200000000,None,2207500000,29783200000,33041100000,5370000000,5324600000,6061100000,1600000,59707563,AIZ
2019-12-31,USD,44291200000,2269600000,1867100000,2269600000,1692800000,None,3317300000,433700000,328500000,2745600000,540200000,2205400000,14567300000,14698400000,402500000,-22319200000,None,38609100000,36631500000,None,87600000,None,None,2006900000,None,2006900000,None,None,2006900000,32654600000,33524300000,5652800000,5267300000,5966400000,1600000,59945893,AIZ
2019-09-30,USD,43751500000,2422400000,1749300000,2422400000,1767100000,None,3297600000,418800000,None,2878800000,547800000,2331000000,14552000000,14679200000,673100000,-22198000000,None,38061100000,36086600000,None,None,None,None,2006300000,None,2006300000,None,None,2006300000,32304400000,33129000000,5658600000,5158500000,5882900000,1600000,60758742,AIZ
2019-06-30,USD,43139500000,2240100000,1490400000,2240100000,1745700000,None,3321300000,419200000,None,2902100000,564100000,2338000000,14429700000,14556600000,749700000,-21750000000,None,37379200000,35402000000,None,None,None,None,2007300000,None,2007300000,None,None,2007300000,31725900000,32465400000,5730200000,5093100000,5980900000,1600000,61207965,AIZ
2019-03-31,USD,42237000000,2006500000,1274200000,2006500000,1706200000,None,3347500000,409800000,None,2937700000,606500000,2331200000,13983700000,14114500000,732300000,-21251500000,None,36765300000,34789800000,None,None,None,None,2006600000,None,2006600000,None,None,2006600000,31378900000,32003500000,5440600000,5043000000,5879700000,1600000,61678749,AIZ
2018-12-31,USD,41089300000,2006000000,1254000000,1627200000,1679800000,None,3336700000,392500000,373600000,2944200000,622400000,2321800000,13403900000,13529400000,373200000,-20833100000,None,35955400000,33971300000,None,None,None,None,2006000000,None,2006000000,None,None,2006000000,30842400000,31490000000,5112000000,4992400000,5759700000,1600000,61908979,AIZ
2018-09-30,USD,43443100000,2296800000,1306600000,2296800000,1643700000,None,3337000000,381700000,None,2955300000,642800000,2312500000,13498200000,13631900000,990200000,-23021500000,None,38203400000,36219000000,None,None,None,None,2005000000,None,2000000000,None,None,2000000000,33108300000,33706900000,5219400000,4943300000,5777100000,1600000,62376266,AIZ
2023-06-30,USD,408453000000,36672000000,9528000000,9528000000,2348000000,9304000000,243091000000,128783000000,None,198242000000,130388000000,67854000000,3993000000,2779000000,None,15492000000,20396000000,312234000000,54159000000,None,7891000000,15268000000,4619000000,236249000000,1811000000,128012000000,15268000000,None,4619000000,0,25258000000,101903000000,16158000000,-10698000000,7621000000,7180000000,T
2023-03-31,USD,400873000000,29903000000,2821000000,2821000000,2791000000,10214000000,242632000000,128458000000,None,197743000000,129848000000,67895000000,4024000000,2810000000,None,14077000000,20340000000,318392000000,58150000000,None,4158000000,13757000000,3258000000,234377000000,1758000000,123727000000,13757000000,None,3258000000,3922000000,27883000000,99396000000,16166000000,-15187000000,7621000000,7168000000,T
2022-12-31,USD,402853000000,33108000000,3701000000,3701000000,3123000000,11466000000,248950000000,127445000000,None,203814000000,135919000000,67895000000,4665000000,3533000000,None,14818000000,19612000000,337878000000,56173000000,31101000000,4170000000,7467000000,866000000,240223000000,1647000000,133207000000,6431000000,None,134073000000,130000000,28849000000,97500000000,17082000000,-19415000000,7621000000,7157000000,T
2022-09-30,USD,426463000000,32295000000,2423000000,2423000000,3935000000,11384000000,267193000000,127045000000,None,221943000000,129218000000,92725000000,5106000000,3964000000,None,14553000000,19434000000,312399000000,52257000000,None,3938000000,9626000000,2161000000,234228000000,1476000000,131319000000,9897000000,None,133480000000,3705000000,29426000000,122406000000,17148000000,6127000000,7621000000,7153000000,T
2022-06-30,USD,426433000000,34485000000,4018000000,4018000000,3241000000,11377000000,266911000000,125135000000,None,221674000000,128928000000,92746000000,5721000000,4523000000,None,15849000000,18808000000,316944000000,49189000000,None,3829000000,6210000000,2860000000,241937000000,1542000000,133097000000,6829000000,None,135957000000,3603000000,28365000000,117746000000,17160000000,2128000000,7621000000,7169000000,T
2022-03-31,USD,577195000000,76856000000,17084000000,38565000000,3153000000,17218000000,320191000000,127159000000,None,258806000000,125559000000,133247000000,7228000000,5943000000,21481000000,17920000000,22291000000,420433000000,82494000000,None,5586000000,27333000000,8069000000,308145000000,1509000000,180225000000,28380000000,None,8069000000,5183000000,29746000000,169036000000,16553000000,45041000000,7621000000,7184000000,T
2021-12-31,USD,551622000000,170768000000,19223000000,21169000000,3464000000,17571000000,377469000000,121649000000,None,323073000000,189850000000,92740000000,8658000000,7274000000,1946000000,16131000000,19252000000,412340000000,106230000000,29511000000,5644000000,24620000000,16686000000,282179000000,1442000000,167476000000,7807000000,None,184162000000,3966000000,25243000000,166332000000,17280000000,42350000000,7621000000,7171000000,T
2021-09-30,USD,547107000000,57230000000,18485000000,21270000000,3088000000,16304000000,313275000000,124419000000,None,258424000000,124761000000,133663000000,10055000000,8629000000,2785000000,16568000000,21748000000,395980000000,81601000000,None,5385000000,23755000000,6576000000,284203000000,1574000000,179161000000,24935000000,None,185737000000,4991000000,29466000000,163771000000,17319000000,41091000000,7621000000,7171000000,T
2021-06-30,USD,544710000000,62869000000,11869000000,11869000000,2810000000,15771000000,306929000000,123591000000,None,235324000000,100698000000,134626000000,3273000000,1853000000,None,32419000000,21598000000,395084000000,82126000000,None,6431000000,24016000000,6571000000,282738000000,1606000000,179783000000,24016000000,None,186354000000,4932000000,28726000000,162296000000,17332000000,38947000000,7621000000,7168000000,T
2021-03-31,USD,546985000000,62754000000,11342000000,11342000000,3347000000,16971000000,307705000000,124607000000,None,236499000000,101331000000,135168000000,3209000000,1805000000,1805000000,31094000000,21496000000,372499000000,76608000000,None,10356000000,19505000000,7078000000,265532000000,1747000000,180199000000,3564000000,None,187277000000,5029000000,28229000000,165488000000,17342000000,41154000000,7621000000,7161000000,T
2020-12-31,USD,525761000000,52008000000,7924000000,9740000000,3592000000,20215000000,373263000000,121104000000,None,322833000000,187574000000,92812000000,3259000000,1780000000,1816000000,18358000000,23617000000,370100000000,63438000000,31836000000,12950000000,3470000000,0,260881000000,1847000000,155209000000,3281000000,None,155209000000,6176000000,28358000000,161673000000,17910000000,37457000000,7621000000,7148000000,T
2020-09-30,USD,538553000000,49971000000,9758000000,9758000000,13948000000,19379000000,308177000000,128722000000,None,259608000000,115920000000,143688000000,3849000000,2325000000,2325000000,19414000000,21609000000,352842000000,59565000000,None,12379000000,5898000000,1754000000,261876000000,1732000000,158878000000,3483000000,None,160632000000,5862000000,30520000000,175553000000,17950000000,55094000000,7621000000,7147000000,T
2020-06-30,USD,547898000000,56555000000,16941000000,16941000000,14514000000,19127000000,438455000000,128945000000,203938000000,260866000000,117215000000,143651000000,3824000000,2302000000,None,19048000000,21563000000,363642000000,69469000000,None,12149000000,15576000000,3001000000,262746000000,1683000000,168964000000,15576000000,None,171965000000,5723000000,32804000000,175896000000,17945000000,56045000000,7621000000,7145000000,T
2020-03-31,USD,545354000000,52704000000,9955000000,9955000000,13276000000,19908000000,441272000000,128921000000,200266000000,261831000000,116285000000,145546000000,5120000000,3606000000,None,21241000000,22829000000,359308000000,69704000000,None,12526000000,17067000000,3144000000,258617000000,1581000000,147202000000,17067000000,None,3144000000,5960000000,34600000000,177779000000,17957000000,58534000000,7621000000,7187000000,T
